"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"536","ooh_S",211327.235580894,11542634.8142642,0.0397439816694125,73519.9669698358,0.0222473696646149,180558.873207259,0.0136141844536699,30093.1455345432,0.0136141844536699,TRUE,0.645700258305148,0.156568022679373,50943.106581741,7998067.73333333,NA,NA,0.342582105680062,0.161861773157079,1,0.946226994943877,NA,NA,0.0522171160699834,NA,NA,0.0522171160699834,0.0182245281850691,0,44528.3239987922,0.000580076068187378,65481090.2533626,1e-04,"1_80_1",1,80,1,554,1,73519.9669698358,83836.4852358791,32893.3786541381,1.44317792735842,1.44317792735842,0.692915253928803,0.692915253928803,3,FALSE,1.43756795770103,0.00755659519139864,1.32483226966968,1.55148324329215,0.736046076902032
"537","print_S",274452.272198731,5469031.23493558,0.0188311490962282,34834.5938530928,0.0105410559676182,141373.464205215,0.0106595947590723,23562.2440342026,0.0106595947590723,TRUE,0.0461843016499303,0.0568475009733232,3643.75230007077,572069.111111111,NA,NA,0.162319285556786,0.12673406289675,1,0.946226994943877,NA,NA,0.0522171160699834,NA,NA,0.0522171160699834,0.0182245281850691,0,44528.3239987922,0.000580076068187378,65481090.2533626,1e-04,"1_80_1",1,80,1,554,1,34834.5938530928,4087.44167055848,443.689370487713,9.56008833323172,9.56008833323172,0.104601543954768,0.104601543954768,3,FALSE,9.64340557025938,0.0118937477923133,9.46395604826177,9.82069469164131,0.188956423568811
"538","facebook_I",44856.7006546,1127917.92697159,0.0038836842831381,7184.19061765344,0.00217395832723333,22031.4270718543,0.00166117514252267,3671.90451197572,0.00166117514252267,TRUE,0.0260427598136316,0.0365694558599733,2054.66711806942,322582.737536898,7909564.88522703,4164895.27055339,0.0334762820338649,0.0197500448894464,1,0.946226994943877,NA,NA,0.0522171160699834,NA,NA,0.0522171160699834,0.0182245281850691,0,44528.3239987922,0.000580076068187378,65481090.2533626,1e-04,"1_80_1",1,80,1,554,1,7184.19061765344,2100.38337530043,45.7162572310174,3.49652289389036,3.49652289389036,0.285998413380146,0.285998413380146,3,FALSE,3.22970278492902,0.108728844359598,1.60685772001135,4.86804848261821,0.00501346044704919
"539","search_clicks_P",75595.9351940444,1597608.04666678,0.00550093682624039,10175.8474309986,0.00307924294281894,216866.493226364,0.0163517881351376,36144.4155377274,0.0163517881351376,TRUE,0.0699699137170785,0.432491219741173,5520.33970276008,866693.333333333,15675.1735811117,33906.5607543834,0.0474165506823586,0.194409693129198,1,0.946226994943877,NA,NA,0.0522171160699834,NA,NA,0.0522171160699834,0.0182245281850691,0,44528.3239987922,0.000580076068187378,65481090.2533626,1e-04,"1_80_1",1,80,1,554,1,10175.8474309986,7515.34201004527,1995.00230728518,1.843337181933,1.843337181933,0.542494346558648,0.542494346558648,3,FALSE,1.73666446051985,0.0602600549994816,0.837970290021041,2.64539807862647,0.035547015042716
"540","newsletter",268644.427712495,9247341.00780982,0.0318407501769887,58900.2611962409,0.0178234014266189,716461.168033941,0.0540213522727817,119410.194672323,0.0540213522727817,TRUE,NA,NA,NA,NA,21476.3206761391,45435.608974359,NA,NA,1,0.946226994943877,NA,NA,0.0522171160699834,NA,NA,0.0522171160699834,0.0182245281850691,0,44528.3239987922,0.000580076068187378,65481090.2533626,1e-04,"1_80_1",1,80,1,554,1,58900.2611962409,34860.6465814902,13384.3259053511,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.368413841067044
"541","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"542","trend",0.168066561929744,47064267.0443844,0.161999915099178,299772.401556589,0.0881570614454898,1778674.38190842,0.133018176507705,296445.730318069,0.133018176507705,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"543","season",0.210486702785097,10175.9739177285,3.50267201477679e-05,64.815120495086,1.90608292504989e-05,415575.272543816,0.0310787997610668,69262.5454239694,0.0310787997610668,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"544","holiday",1,6959550.26428534,0.0239554681873499,278382.010571414,0.0818665757215492,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"545","competitor_sales_B",0.226576028555493,198582312.126711,0.683540182924493,1264855.49125294,0.371968675845569,9794904.14548081,0.732511977319694,1632484.0242468,0.732511977319694,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"546","events",1.04050911888493,1324369.41883763,0.00455861201895086,1324369.41883763,0.389470530398232,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"547","tv_S",680191.831779807,13354897.3556028,0.0459688926149767,85063.0404815464,0.0250153371275451,523881.659759445,0.0391784937118521,87313.6099599075,0.0391784937118521,TRUE,0.212102766514212,0.317523800746157,16734.0398301486,2627244.25333333,NA,NA,0.451520592404537,0.621576231495071,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,85063.0404815464,25140.2884747617,8406.24864461312,5.08323401551214,5.08323401551214,0.19672515507812,0.19672515507812,2,FALSE,5.20427071172445,0.0100469643792244,5.06534763663171,5.3426381663711,0.416654516995131
"548","ooh_S",190282.014235022,10327703.3089218,0.0355489878900485,65781.5497383552,0.0193450367417129,161676.125199645,0.0120909501916892,26946.0208666075,0.0120909501916892,TRUE,0.645700258305148,0.156568022679373,50943.106581741,7998067.73333333,NA,NA,0.349173085502324,0.191825834617813,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,65781.5497383552,84661.2807465704,33718.1741648294,1.2912747995218,1.2912747995218,0.774428495290339,0.774428495290338,2,FALSE,1.36577924283499,0.0108400035168371,1.21592611954838,1.51510408058267,0.738876608590111
"549","print_S",286164.124004513,5750290.37499677,0.0197930746837424,36626.0533439285,0.0107709889849115,151535.349440669,0.0113325722032542,25255.8915734449,0.0113325722032542,TRUE,0.0461843016499303,0.0568475009733232,3643.75230007077,572069.111111111,NA,NA,0.194413663204037,0.17979398531888,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,36626.0533439285,4080.2067290584,436.454428987631,10.0517407133347,10.0517407133347,0.0994852561878551,0.0994852561878551,2,FALSE,9.75373571071135,0.0167802322454081,9.52233420304777,9.98545911449872,0.193518357601026
"550","facebook_I",5126.27828965115,117311.076624971,0.000403796460603886,747.204309713193,0.000219737827437347,2012.37806130109,0.000150495707860352,335.396343550182,0.000150495707860352,TRUE,0.0260427598136316,0.0365694558599733,2054.66711806942,322582.737536898,7909564.88522703,4164895.27055339,0.0039662129481736,0.00238765062373295,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,747.204309713193,2113.31736017833,58.6502421089189,0.363661978693304,0.363661978693304,2.7498062997764,2.7498062997764,2,FALSE,2.26058998684816,0.14500234852892,0.256360591472486,4.2583433316704,0.00446258215091456
"551","search_clicks_P",1297.02424678987,27402.0513233266,9.4320601736682e-05,174.535358747303,5.13273545716718e-05,3722.17819782708,0.000278363123429293,620.363032971181,0.000278363123429293,TRUE,0.0699699137170785,0.432491219741173,5520.33970276008,866693.333333333,15675.1735811117,33906.5607543834,0.000926445940927974,0.00441629794450304,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,174.535358747303,7525.6483832433,2005.30868048321,0.0316167787029552,0.0316167787029552,31.6287756382509,31.6287756382509,2,FALSE,1.16324891096176,0.089976463932272,0,2.40265201868848,0.0358636135915978
"552","newsletter",197699.840627393,7002040.20067978,0.0241017227987725,44598.9821699349,0.0131156677237316,539682.657919287,0.0403601714734493,89947.1096532145,0.0403601714734493,TRUE,NA,NA,NA,NA,21476.3206761391,45435.608974359,NA,NA,1,0.949559459126117,NA,NA,0.0504119003362488,NA,NA,0.0504119003362488,0.100866515605141,0,8561.30321210285,3.07477398212049e-05,65481090.2533626,1e-04,"1_80_7",1,80,7,560,1,44598.9821699349,34970.6817088128,13494.3610326736,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.371826015775614
"553","(Intercept)",74920.3831915879,11762500.1610793,0.0405010292979798,74920.3831915879,0.0227207897235853,449522.299149527,0.0339150750658056,74920.3831915879,0.0339150750658056,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"554","trend",0.283983137014653,79524790.9107985,0.27382238830919,506527.330642029,0.153612414652715,3005437.39874385,0.226751009186469,500906.233123975,0.226751009186469,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"555","season",0.332147581483958,16057.6657874117,5.52902855351336e-05,102.278126034469,3.10174574122101e-05,655776.920221387,0.0494763519358427,109296.153370231,0.0494763519358426,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"556","holiday",0.964150718897472,6710055.3905138,0.0231042844837955,268402.215620552,0.0813972118490672,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"557","competitor_sales_B",0.169030608929817,148146692.108021,0.510103586422838,943609.503872747,0.286164488292107,7307209.95806627,0.551306519650507,1217868.32634438,0.551306519650507,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"558","events",0.966184506919933,1229768.38039704,0.00423437913046708,1229768.38039704,0.372946688063023,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"559","tv_S",696558.232712105,13667301.7326692,0.0470597050217915,87052.877278148,0.0264001602129013,534571.959839804,0.0403318104137278,89095.3266399674,0.0403318104137278,TRUE,0.212102766514212,0.317523800746157,16734.0398301486,2627244.25333333,NA,NA,0.406153154667414,0.480851793731599,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,87052.877278148,25042.3816343751,8308.34180422646,5.2021435446395,5.2021435446395,0.192228451871621,0.192228451871621,3,FALSE,5.2655945572629,0.0105325375065933,5.10795694941035,5.42386772934756,0.413810259571774
"560","ooh_S",212562.425671299,11620110.0154845,0.0400107468427616,74013.4395890733,0.022445744749093,181010.141444731,0.0136566585159062,30168.3569074552,0.0136566585159062,TRUE,0.645700258305148,0.156568022679373,50943.106581741,7998067.73333333,NA,NA,0.345316466460254,0.16282008361118,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,74013.4395890733,84172.6602115518,33229.5536298109,1.45286466718151,1.45286466718151,0.688295353716567,0.688295353716567,3,FALSE,1.43756795770103,0.00755659519139864,1.32483226966968,1.55148324329215,0.73627894312468
"561","print_S",268861.639926682,5546759.9048006,0.0190987870211919,35329.6809222968,0.0107142838442796,146303.399488919,0.0110381415681421,24383.8999148198,0.0110381415681421,TRUE,0.0461843016499303,0.0568475009733232,3643.75230007077,572069.111111111,NA,NA,0.164833855107808,0.131601089017761,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,35329.6809222968,4100.27119793327,456.518897862494,9.69596119956085,9.69596119956085,0.10313572624912,0.10313572624912,3,FALSE,9.64340557025938,0.0118937477923133,9.46395604826177,9.82069469164131,0.20022792895873
"562","facebook_I",45851.443109459,1149591.63697908,0.00395831191773859,7322.23972598139,0.00222058486666131,21738.6867774097,0.00164011706489925,3623.11446290162,0.00164011706489925,TRUE,0.0260427598136316,0.0365694558599733,2054.66711806942,322582.737536898,7909564.88522703,4164895.27055339,0.0341625786180065,0.0195541242631195,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,7322.23972598139,2107.02772156801,52.3606034985918,3.5637109591073,3.5637109591073,0.280606371132438,0.280606371132438,3,FALSE,3.22970278492902,0.108728844359598,1.60685772001135,4.86804848261821,0.00520730353789724
"563","search_clicks_P",80976.8505239244,1666847.50948525,0.00573934443293833,10616.8631177404,0.00321973145552936,228094.572384117,0.0172090340326741,38015.7620640194,0.0172090340326741,TRUE,0.0699699137170785,0.432491219741173,5520.33970276008,866693.333333333,15675.1735811117,33906.5607543834,0.0495339451465185,0.20517290937634,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,10616.8631177404,7493.60511010901,1973.26540734893,1.92322641167031,1.92322641167031,0.519959581426249,0.519959581426249,3,FALSE,1.73666446051985,0.0602600549994816,0.837970290021041,2.64539807862647,0.0340417984738166
"564","newsletter",273697.769705149,9384246.25065065,0.0323121468337719,59772.2691124245,0.0181268848336248,724685.370091083,0.0546752825660262,120780.89501518,0.0546752825660262,TRUE,NA,NA,NA,NA,21476.3206761391,45435.608974359,NA,NA,1,0.945933048265455,NA,NA,0.0523596423134097,NA,NA,0.0523596423134097,0.0159186947954685,0,47312.7802880151,0.000622603380300301,65481090.2533626,1e-04,"1_82_3",1,82,3,570,1,59772.2691124245,34626.4054402981,13150.084764159,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.365803157148172
"565","(Intercept)",48037.7807279893,7541931.57429432,0.0259686280527817,48037.7807279893,0.0144968194416702,288226.684367936,0.021735450276737,48037.7807279893,0.021735450276737,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"566","trend",0.283091452309815,79275089.3247956,0.272962607555782,504936.874680227,0.15237961851588,2996000.56179648,0.225931271363048,499333.42696608,0.225931271363048,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"567","season",0.323824137254069,15655.2691026414,5.3904739971171e-05,99.7150898257412,3.00919740859602e-05,639343.494458284,0.04821350515837,106557.249076381,0.04821350515837,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"568","holiday",0.980977658856451,6827163.32495243,0.0235075143939994,273086.532998097,0.0824119287117372,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"569","competitor_sales_B",0.174866327910362,153261401.618408,0.527714723246985,976187.271454826,0.294593347175421,7559488.66733141,0.570068279440049,1259914.77788857,0.570068279440049,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"570","events",0.975911207709089,1242148.61314805,0.00427700715703438,1242148.61314805,0.374855038922237,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"571","tv_S",692892.623608675,13549240.0904782,0.0466531912735351,86300.8922960394,0.0260438437061635,530413.736206028,0.0399990077764187,88402.2893676714,0.0399990077764187,TRUE,0.212102766514212,0.317523800746157,16734.0398301486,2627244.25333333,NA,NA,0.413928868663097,0.503419403497536,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,86300.8922960394,25015.2463387271,8281.20650857851,5.1572061003797,5.1572061003797,0.193903439291746,0.193903439291746,2,FALSE,5.20427071172445,0.0100469643792244,5.06534763663171,5.3426381663711,0.414866956393593
"572","ooh_S",209073.01709116,11332710.7692544,0.0390211642597748,72182.8711417476,0.0217833137556573,176033.275843574,0.0132748379024645,29338.8793072623,0.0132748379024645,TRUE,0.645700258305148,0.156568022679373,50943.106581741,7998067.73333333,NA,NA,0.346213965969955,0.167074418839084,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,72182.8711417476,84354.3484575945,33411.2418758536,1.41693108224419,1.41693108224419,0.70575062720493,0.70575062720493,2,FALSE,1.36577924283499,0.0108400035168371,1.21592611954838,1.51510408058267,0.73596850314422
"573","print_S",272696.154182595,5547028.68688726,0.0190997125005558,35331.3929101099,0.0106622915521603,145037.063041366,0.0109373838127886,24172.8438402277,0.0109373838127886,TRUE,0.0461843016499303,0.0568475009733232,3643.75230007077,572069.111111111,NA,NA,0.169461556033579,0.13765569550212,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,35331.3929101099,4094.97124637965,451.218946308879,9.69643104154574,9.69643104154574,0.103130728792414,0.103130728792414,2,FALSE,9.75373571071135,0.0167802322454081,9.52233420304777,9.98545911449872,0.195346931921453
"574","facebook_I",38907.166616373,972362.64755765,0.00334807120405429,6193.39265960286,0.0018690391970026,18710.7807198517,0.00141099789170148,3118.46345330861,0.00141099789170148,TRUE,0.0260427598136316,0.0365694558599733,2054.66711806942,322582.737536898,7909564.88522703,4164895.27055339,0.0297056490213531,0.0177585334353072,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,6193.39265960286,2119.36075659889,64.6936385294717,3.01430465555035,3.01430465555035,0.331751469831911,0.331751469831911,2,FALSE,2.26058998684816,0.14500234852892,0.256360591472486,4.2583433316704,0.0082005334750553
"575","search_clicks_P",65625.8993359485,1331914.93340431,0.00458609351766206,8483.53460767075,0.00256015718400801,183427.099403753,0.0138324132175317,30571.1832339588,0.0138324132175317,TRUE,0.0699699137170785,0.432491219741173,5520.33970276008,866693.333333333,15675.1735811117,33906.5607543834,0.0406899603120157,0.174091948725952,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,8483.53460767075,7483.62874816182,1963.28904540173,1.53677763769304,1.53677763769304,0.650712227633118,0.650712227633118,2,FALSE,1.16324891096176,0.089976463932272,0,2.40265201868848,0.0328896151735944
"576","newsletter",268164.049426292,9528074.81438408,0.0328073820978638,60688.3746139114,0.0183145098639768,723990.980777095,0.0545968531608909,120665.163462849,0.0545968531608909,TRUE,NA,NA,NA,NA,21476.3206761391,45435.608974359,NA,NA,1,0.946844313970613,NA,NA,0.051916522229173,NA,NA,0.051916522229173,0.0237579080287351,0,39214.1247649375,0.000498911709341773,65481090.2533626,1e-04,"1_82_4",1,82,4,571,2,60688.3746139114,35092.1938586082,13615.873182469,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.385296861938252
"577","(Intercept)",78037.0027473303,12251809.4313309,0.0421858351486786,78037.0027473303,0.0236428242489175,468222.016483982,0.0353031225223223,78037.0027473303,0.0353031225223223,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945940010532328,NA,NA,0.0523562709975887,NA,NA,0.0523562709975887,0.0166408134445484,0,46701.3770657701,0.000613265350552843,65481090.2533626,1e-04,"1_84_3",1,84,3,584,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"578","trend",0.280584549462719,78573072.5542058,0.270545400210068,500465.430281566,0.151625713369812,2969469.62178757,0.223892824757562,494911.603631261,0.223892824757562,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945940010532328,NA,NA,0.0523562709975887,NA,NA,0.0523562709975887,0.0166408134445484,0,46701.3770657701,0.000613265350552843,65481090.2533626,1e-04,"1_84_3",1,84,3,584,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"579","season",0.330489849931228,15977.5228006101,5.50143345543023e-05,101.767661150383,3.08324876929516e-05,652503.971228816,0.0491976601518498,108750.661871469,0.0491976601518498,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945940010532328,NA,NA,0.0523562709975887,NA,NA,0.0523562709975887,0.0166408134445484,0,46701.3770657701,0.000613265350552843,65481090.2533626,1e-04,"1_84_3",1,84,3,584,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"580","holiday",0.965440391755875,6719030.93359634,0.0231351893703735,268761.237343854,0.0814264320224642,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945940010532328,NA,NA,0.0523562709975887,NA,NA,0.0523562709975887,0.0166408134445484,0,46701.3770657701,0.000613265350552843,65481090.2533626,1e-04,"1_84_3",1,84,3,584,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"581","competitor_sales_B",0.169209513736913,148303493.0303,0.510643488540601,944608.235861782,0.286187394675716,7314944.03058861,0.551534007937096,1219157.33843143,0.551534007937096,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945940010532328,NA,NA,0.0523562709975887,NA,NA,0.0523562709975887,0.0166408134445484,0,46701.3770657701,0.000613265350552843,65481090.2533626,1e-04,"1_84_3",1,84,3,584,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"582","events",0.968496517513634,1232711.12839488,0.00424451169762922,1232711.12839488,0.373473756452312,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.945940010532328,NA,NA,0.0523562709975887,NA,NA,0.0523562709975887,0.0166408134445484,0,46701.3770657701,0.000613265350552843,65481090.2533626,1e-04,"1_84_3",1,84,3,584,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
